lead_id,lead_date,mapped_dealer_id,lead_type,stage,estimated_value,competitor_seen,note
ASPLEAD0002454,2026-02-17,ASPDLR000448,Apartment repaint,lost,623544.76,JSW,payment risk
ASPLEAD0002455,03/04/2024,ASPDLR000403,Waterproofing,stalled,2918950.61,Local,price high
ASPLEAD0002456,2025-01-14,ASPDLR000449,Villa,won,76232.66,JSW,dealer asked extra margin
ASPLEAD0002457,2024-07-04,ASPDLR000543,Beautiful Homes,quoted,2222039.53,None,contractor controls decision
ASPLEAD0002458,2024-05-11,ASPDLR000560,Beautiful Homes,site visit,899713.62,Indigo,dealer asked extra margin
ASPLEAD0002459,2025-04-30,ASPDLR000733,Apartment repaint,lost,2260214.53,Local,contractor controls decision
ASPLEAD0002460,10/05/2025,ASPDLR000910,Builder project,quoted,1496145.32,unknown,
ASPLEAD0002461,04/16/2024,ASPDLR000898,Builder project,quoted,45195.74,unknown,dealer asked extra margin
ASPLEAD0002462,25/05/2025,ASPDLR000973,Villa,quoted,2166130.89,Indigo,payment risk
ASPLEAD0002463,28/01/2026,ASPDLR000699,Commercial,new,1403606.43,JSW,contractor controls decision
ASPLEAD0002464,19/11/2025,ASPDLR000602,Builder project,quoted,2604258.68,None,price high
ASPLEAD0002465,2025-03-12,ASPDLR000265,Beautiful Homes,site visit,1886831.00,unknown,
ASPLEAD0002466,2025-03-25,ASPDLR000570,Apartment repaint,quoted,739052.09,unknown,contractor controls decision
ASPLEAD0002467,2026-02-07,ASPDLR000101,Waterproofing,won,2223993.43,None,
ASPLEAD0002468,2025-03-15,ASPDLR000095,Waterproofing,site visit,774137.76,Nerolac,price high
ASPLEAD0002469,2024-05-06,ASPDLR000311,Beautiful Homes,quoted,1938660.13,unknown,dealer asked extra margin
ASPLEAD0002470,2025-03-10,ASPDLR000433,Waterproofing,lost,1890993.88,Indigo,
ASPLEAD0002471,2025-02-25,ASPDLR000119,Waterproofing,quoted,983112.23,Indigo,
ASPLEAD0002472,2025-08-15,ASPDLR000932,Apartment repaint,stalled,2556394.21,unknown,
ASPLEAD0002473,2024-08-09,ASPDLR000315,Waterproofing,won,1712299.09,Nerolac,payment risk
ASPLEAD0002474,2025-01-22,ASPDLR000979,Waterproofing,quoted,2693605.68,Local,payment risk
ASPLEAD0002475,2026-03-07,ASPDLR000532,Villa,quoted,1803047.03,Local,
ASPLEAD0002476,08/03/2026,ASPDLR000342,Beautiful Homes,new,1683053.31,JSW,dealer asked extra margin
ASPLEAD0002477,2026-03-04,ASPDLR000790,Villa,lost,146446.06,Local,payment risk
ASPLEAD0002478,2024-09-16,ASPDLR000992,Villa,won,252127.31,JSW,
ASPLEAD0002479,2024-08-12,ASPDLR000020,Villa,won,765649.08,Nerolac,payment risk
ASPLEAD0002480,2026-03-15,ASPDLR000766,Beautiful Homes,stalled,2616326.52,Local,dealer asked extra margin
ASPLEAD0002481,27/08/2024,ASPDLR000829,Apartment repaint,lost,1519785.28,Berger,contractor controls decision
ASPLEAD0002482,2024-09-18,ASPDLR000596,Commercial,won,718676.85,Berger,
ASPLEAD0002483,28/02/2026,ASPDLR000232,Villa,quoted,2065610.56,Indigo,price high
ASPLEAD0002484,08-Jun-24,ASPDLR000746,Beautiful Homes,quoted,704388.18,Berger,
ASPLEAD0002485,2025-07-07,ASPDLR000379,Apartment repaint,stalled,1446141.48,Indigo,price high
ASPLEAD0002486,2025-04-28,ASPDLR000812,Beautiful Homes,won,146047.46,Berger,price high
ASPLEAD0002487,2025-08-25,ASPDLR000760,Waterproofing,site visit,1912831.63,Local,contractor controls decision
ASPLEAD0002488,2024-10-21,ASPDLR000595,Beautiful Homes,quoted,308865.23,Nerolac,payment risk
ASPLEAD0002489,2024-10-24,ASPDLR000800,Waterproofing,site visit,2177380.21,Local,contractor controls decision
ASPLEAD0002490,2025-08-14,ASPDLR000907,Builder project,lost,189295.20,JSW,payment risk
ASPLEAD0002491,27-Apr-24,ASPDLR000976,Beautiful Homes,stalled,2092575.90,None,payment risk
ASPLEAD0002492,2026-02-20,ASPDLR000480,Commercial,quoted,2942457.77,Nerolac,dealer asked extra margin
ASPLEAD0002493,25-Jul-25,ASPDLR000715,Beautiful Homes,won,1709458.28,Local,
ASPLEAD0002494,09-Aug-24,ASPDLR000974,Villa,lost,332762.55,Indigo,payment risk
ASPLEAD0002495,2025-10-15,ASPDLR000046,Commercial,quoted,2750037.31,JSW,price high
ASPLEAD0002496,2026-03-31,ASPDLR000872,Waterproofing,won,1476669.96,Indigo,payment risk
ASPLEAD0002497,2024-06-19,ASPDLR000867,Waterproofing,won,1229285.50,Berger,contractor controls decision
ASPLEAD0002498,2025-06-20,ASPDLR000833,Commercial,new,2016253.90,Local,payment risk
ASPLEAD0002499,2025-01-29,ASPDLR000108,Apartment repaint,won,2640615.45,Berger,dealer asked extra margin
ASPLEAD0002500,2025-02-04,ASPDLR000683,Villa,lost,674535.37,Nerolac,payment risk
ASPLEAD0002501,2025-07-21,ASPDLR000093,Builder project,site visit,1449119.99,Local,dealer asked extra margin
ASPLEAD0002502,2025-08-26,ASPDLR000373,Apartment repaint,stalled,1140269.31,None,payment risk
ASPLEAD0002503,2025-03-26,ASPDLR000263,Beautiful Homes,site visit,202002.51,Local,contractor controls decision
ASPLEAD0002504,24-Aug-25,ASPDLR000913,Apartment repaint,site visit,2804055.94,None,price high
ASPLEAD0002505,2025-04-22,ASPDLR000462,Apartment repaint,stalled,1985774.65,unknown,
ASPLEAD0002506,09/14/2025,ASPDLR000264,Apartment repaint,site visit,888621.14,Berger,price high
ASPLEAD0002507,2025-05-28,ASPDLR000933,Villa,won,2413154.29,unknown,contractor controls decision
ASPLEAD0002508,2025-04-10,ASPDLR000627,Waterproofing,quoted,2431713.12,Berger,price high
ASPLEAD0002509,2024-09-07,ASPDLR000178,Beautiful Homes,lost,86602.77,unknown,dealer asked extra margin
ASPLEAD0002510,2025-08-01,ASPDLR000171,Villa,lost,1674991.57,Berger,contractor controls decision
ASPLEAD0002511,03/20/2025,ASPDLR000995,Commercial,site visit,424518.39,Berger,dealer asked extra margin
ASPLEAD0002512,2024-10-04,ASPDLR000113,Builder project,stalled,1247648.37,Local,price high
ASPLEAD0002513,2025-07-22,ASPDLR000286,Villa,won,118293.81,Indigo,contractor controls decision
ASPLEAD0002514,2026-02-15,ASPDLR000456,Waterproofing,site visit,2672222.64,Berger,price high
ASPLEAD0002515,2025-09-28,ASPDLR000055,Beautiful Homes,site visit,2287959.30,unknown,dealer asked extra margin
ASPLEAD0002516,05/04/2025,ASPDLR000525,Commercial,quoted,67168.56,JSW,price high
ASPLEAD0002517,2025-08-31,ASPDLR000518,Builder project,lost,1204102.21,Local,payment risk
ASPLEAD0002518,14/12/2025,ASPDLR000306,Builder project,quoted,943859.92,None,payment risk
ASPLEAD0002519,06-Apr-24,ASPDLR000098,Beautiful Homes,new,317129.13,None,price high
ASPLEAD0002520,16/06/2024,ASPDLR000958,Builder project,won,410166.96,None,contractor controls decision
ASPLEAD0002521,2024-12-19,ASPDLR000816,Apartment repaint,new,224260.60,None,contractor controls decision
ASPLEAD0002522,2024-05-14,ASPDLR000992,Commercial,site visit,1404911.36,Berger,contractor controls decision
ASPLEAD0002523,2024-12-01,ASPDLR000207,Builder project,quoted,338155.53,None,dealer asked extra margin
ASPLEAD0002524,2024-08-18,ASPDLR000655,Villa,new,2513476.00,unknown,payment risk
ASPLEAD0002525,2025-08-23,ASPDLR000214,Builder project,site visit,221393.42,Local,price high
ASPLEAD0002526,2025-08-04,ASPDLR000009,Commercial,stalled,151264.01,None,payment risk
ASPLEAD0002527,2025-04-14,ASPDLR000899,Commercial,lost,1177310.35,unknown,price high
ASPLEAD0002528,2025-08-03,ASPDLR000857,Commercial,quoted,79078.17,Indigo,price high
ASPLEAD0002529,2024-12-16,ASPDLR000057,Beautiful Homes,new,117173.83,None,payment risk
ASPLEAD0002530,25/06/2025,ASPDLR000441,Commercial,site visit,1977067.88,Nerolac,
ASPLEAD0002531,2026-02-27,ASPDLR000127,Villa,new,895522.09,None,dealer asked extra margin
ASPLEAD0002532,2026-01-24,ASPDLR000427,Villa,quoted,345690.84,Berger,
ASPLEAD0002533,24-Sep-25,ASPDLR000089,Builder project,site visit,2300241.44,unknown,payment risk
ASPLEAD0002534,2024-04-20,ASPDLR000976,Waterproofing,new,2658601.30,Berger,dealer asked extra margin
ASPLEAD0002535,31/07/2024,ASPDLR000855,Builder project,lost,2131267.77,Nerolac,payment risk
ASPLEAD0002536,2024-09-08,ASPDLR000508,Waterproofing,quoted,1393032.51,JSW,dealer asked extra margin
ASPLEAD0002537,2025-07-08,ASPDLR000583,Apartment repaint,new,1118561.06,None,dealer asked extra margin
ASPLEAD0002538,2026-02-01,ASPDLR000056,Commercial,new,2029995.38,unknown,
ASPLEAD0002539,2025-06-09,ASPDLR000451,Apartment repaint,lost,193404.01,JSW,payment risk
ASPLEAD0002540,2025-09-22,ASPDLR000172,Builder project,lost,1746928.69,Local,
ASPLEAD0002541,03/09/2025,ASPDLR000043,Builder project,won,738535.28,Local,
ASPLEAD0002542,2026-01-28,ASPDLR000705,Commercial,lost,1046924.54,unknown,contractor controls decision
ASPLEAD0002543,08/06/2025,ASPDLR000935,Villa,site visit,809302.57,Berger,contractor controls decision
ASPLEAD0002544,2024-05-05,ASPDLR000046,Waterproofing,won,1408117.39,Indigo,contractor controls decision
ASPLEAD0002545,03/09/2026,ASPDLR000099,Waterproofing,quoted,1328449.07,Nerolac,price high
ASPLEAD0002546,2024-12-30,ASPDLR000365,Beautiful Homes,new,1965958.86,unknown,price high
ASPLEAD0002547,2026-02-28,ASPDLR000866,Apartment repaint,won,2519415.98,JSW,contractor controls decision
ASPLEAD0002548,2024-11-19,ASPDLR000949,Waterproofing,new,2414845.88,Berger,contractor controls decision
ASPLEAD0002549,2025-12-11,ASPDLR000957,Waterproofing,quoted,1552884.98,Berger,
ASPLEAD0002550,2025-03-17,ASPDLR000816,Villa,site visit,2082500.00,None,payment risk
ASPLEAD0002551,2025-06-13,ASPDLR000062,Apartment repaint,site visit,263975.01,JSW,contractor controls decision
ASPLEAD0002552,2024-07-14,ASPDLR000558,Waterproofing,site visit,1053431.19,None,
ASPLEAD0002553,2025-07-26,ASPDLR000095,Waterproofing,stalled,730773.78,Berger,
ASPLEAD0002554,2024-05-21,ASPDLR000315,Apartment repaint,new,1194933.85,Local,
ASPLEAD0002555,2025-01-30,ASPDLR000952,Beautiful Homes,stalled,2518633.45,Local,contractor controls decision
ASPLEAD0002556,08/09/2024,ASPDLR000213,Waterproofing,stalled,2048153.36,Indigo,dealer asked extra margin
ASPLEAD0002557,2025-04-26,ASPDLR000653,Beautiful Homes,lost,2108069.90,Local,contractor controls decision
ASPLEAD0002558,23-Feb-26,ASPDLR000214,Beautiful Homes,stalled,345969.15,None,contractor controls decision
ASPLEAD0002559,2024-12-28,ASPDLR000638,Commercial,new,1877991.37,JSW,
ASPLEAD0002560,2024-10-28,ASPDLR000410,Waterproofing,site visit,1960960.68,unknown,price high
ASPLEAD0002561,2025-06-15,ASPDLR000617,Villa,won,113189.86,unknown,dealer asked extra margin
ASPLEAD0002562,08/20/2025,ASPDLR000093,Villa,new,495104.63,Berger,dealer asked extra margin
ASPLEAD0002563,2025-02-15,ASPDLR000938,Villa,won,534527.16,JSW,price high
ASPLEAD0002564,2025-12-14,ASPDLR000842,Waterproofing,new,2240286.14,None,contractor controls decision
ASPLEAD0002565,2025-09-06,ASPDLR000219,Beautiful Homes,quoted,684299.52,unknown,contractor controls decision
ASPLEAD0002566,26-Feb-25,ASPDLR000738,Commercial,stalled,704618.36,Indigo,price high
ASPLEAD0002567,2025-06-01,ASPDLR000879,Builder project,quoted,858938.08,Indigo,
ASPLEAD0002568,2024-06-22,ASPDLR000382,Apartment repaint,stalled,933507.15,None,
ASPLEAD0002569,2024-11-09,ASPDLR000649,Commercial,stalled,2961307.16,unknown,
ASPLEAD0002570,26/06/2025,ASPDLR000880,Beautiful Homes,site visit,2549709.31,Nerolac,dealer asked extra margin
ASPLEAD0002571,2025-07-27,ASPDLR000583,Builder project,lost,173254.25,Berger,payment risk
ASPLEAD0002572,2026-03-27,ASPDLR000504,Builder project,lost,2524463.37,Local,payment risk
ASPLEAD0002573,2025-05-11,ASPDLR000920,Beautiful Homes,won,1475551.55,unknown,contractor controls decision
ASPLEAD0002574,2025-06-07,ASPDLR000584,Waterproofing,site visit,1943422.22,unknown,payment risk
ASPLEAD0002575,2025-12-02,ASPDLR000045,Commercial,lost,508920.66,unknown,
ASPLEAD0002576,2024-07-27,ASPDLR000197,Apartment repaint,won,2082912.26,Indigo,
ASPLEAD0002577,2025-06-03,ASPDLR000456,Commercial,lost,425357.94,Indigo,
ASPLEAD0002578,2024-06-10,ASPDLR000688,Villa,new,2832642.76,Berger,
ASPLEAD0002579,2024-09-18,ASPDLR000182,Villa,lost,456778.57,None,
ASPLEAD0002580,2025-07-29,ASPDLR000906,Builder project,stalled,1938176.27,Berger,contractor controls decision
ASPLEAD0002581,2024-06-19,ASPDLR000354,Villa,new,1671121.17,Berger,price high
ASPLEAD0002582,2025-06-18,ASPDLR000606,Builder project,stalled,2219323.57,Indigo,
ASPLEAD0002583,2025-03-11,ASPDLR000595,Villa,lost,2750328.09,Berger,price high
ASPLEAD0002584,10-May-24,ASPDLR000728,Builder project,quoted,191039.37,Local,contractor controls decision
ASPLEAD0002585,2025-08-21,ASPDLR000856,Beautiful Homes,quoted,2395459.91,Local,price high
ASPLEAD0002586,2024-06-04,ASPDLR000981,Apartment repaint,won,1893277.40,unknown,price high
ASPLEAD0002587,2024-12-07,ASPDLR000211,Villa,stalled,2819800.72,Indigo,price high
ASPLEAD0002588,2025-12-10,ASPDLR000079,Waterproofing,quoted,535548.56,Local,payment risk
ASPLEAD0002589,2026-01-28,ASPDLR000566,Builder project,lost,376011.39,JSW,dealer asked extra margin
ASPLEAD0002590,2025-04-16,ASPDLR000852,Commercial,quoted,837816.80,JSW,dealer asked extra margin
ASPLEAD0002591,2025-05-02,ASPDLR000516,Commercial,lost,2581951.20,None,
ASPLEAD0002592,2024-10-19,ASPDLR000470,Commercial,quoted,138020.12,None,
ASPLEAD0002593,2025-05-10,ASPDLR000898,Commercial,new,845586.74,Indigo,price high
ASPLEAD0002594,2024-04-03,ASPDLR000327,Apartment repaint,won,588721.72,Indigo,price high
ASPLEAD0002595,07/21/2025,ASPDLR000541,Beautiful Homes,lost,2601214.24,None,
ASPLEAD0002596,2025-06-16,ASPDLR000496,Apartment repaint,new,1056363.93,Nerolac,contractor controls decision
ASPLEAD0002597,2024-09-05,ASPDLR000892,Apartment repaint,stalled,2700583.35,Local,
ASPLEAD0002598,2025-01-24,ASPDLR000741,Builder project,new,1192812.30,Berger,payment risk
ASPLEAD0002599,2024-07-29,ASPDLR000138,Beautiful Homes,won,2431374.19,Local,contractor controls decision
ASPLEAD0002600,2025-02-15,ASPDLR000995,Commercial,quoted,872960.24,None,contractor controls decision
ASPLEAD0002601,2025-10-19,ASPDLR000503,Beautiful Homes,quoted,1896586.21,Berger,
ASPLEAD0002602,2024-06-20,ASPDLR000637,Beautiful Homes,new,1056027.72,Local,
ASPLEAD0002603,05/13/2025,ASPDLR000033,Builder project,quoted,406110.00,Local,dealer asked extra margin
ASPLEAD0002604,2025-07-08,ASPDLR000019,Villa,lost,1059960.96,Indigo,
ASPLEAD0002605,2025-08-13,ASPDLR000626,Beautiful Homes,stalled,2292858.33,unknown,payment risk
ASPLEAD0002606,2025-10-07,ASPDLR000173,Beautiful Homes,lost,981713.90,JSW,price high
ASPLEAD0002607,22/07/2024,ASPDLR000671,Apartment repaint,new,2393723.12,unknown,
ASPLEAD0002608,02/17/2026,ASPDLR000774,Beautiful Homes,quoted,1479299.72,Berger,contractor controls decision
ASPLEAD0002609,2025-04-29,ASPDLR000071,Builder project,won,2962372.64,JSW,contractor controls decision
ASPLEAD0002610,2025-07-09,ASPDLR000408,Villa,new,491571.97,JSW,payment risk
ASPLEAD0002611,03/18/2025,ASPDLR000802,Beautiful Homes,lost,2444085.81,Nerolac,price high
ASPLEAD0002612,2025-02-09,ASPDLR000560,Villa,site visit,2262589.80,unknown,payment risk
ASPLEAD0002613,2025-12-01,ASPDLR000269,Waterproofing,won,515336.41,unknown,contractor controls decision
ASPLEAD0002614,2024-12-13,ASPDLR000642,Apartment repaint,new,250453.89,JSW,contractor controls decision
ASPLEAD0002615,23/06/2024,ASPDLR000605,Commercial,lost,1810891.38,unknown,price high
ASPLEAD0002616,15/10/2025,ASPDLR000175,Builder project,quoted,1821983.71,JSW,price high
ASPLEAD0002617,2025-12-01,ASPDLR000584,Villa,won,1356708.40,None,price high
ASPLEAD0002618,2024-06-12,ASPDLR000374,Waterproofing,stalled,1337757.28,JSW,
ASPLEAD0002619,04/11/2025,ASPDLR000737,Builder project,stalled,1065519.19,unknown,price high
ASPLEAD0002620,2025-02-20,ASPDLR000824,Apartment repaint,won,2640288.85,None,contractor controls decision
ASPLEAD0002621,2024-07-19,ASPDLR000306,Villa,site visit,483756.72,None,price high
ASPLEAD0002622,2025-05-30,ASPDLR000581,Builder project,quoted,610400.52,JSW,price high
ASPLEAD0002623,2024-05-05,ASPDLR000156,Villa,new,2118120.95,unknown,
ASPLEAD0002624,10/31/2025,ASPDLR000965,Villa,quoted,1887738.95,unknown,contractor controls decision
ASPLEAD0002625,2026-01-19,ASPDLR000534,Commercial,new,1911955.33,None,
ASPLEAD0002626,2025-10-18,ASPDLR000820,Villa,site visit,66779.93,unknown,
ASPLEAD0002627,2025-10-07,ASPDLR000122,Villa,new,632244.98,Nerolac,
ASPLEAD0002628,15/05/2025,ASPDLR000923,Builder project,site visit,161824.16,Indigo,dealer asked extra margin
ASPLEAD0002629,2025-02-05,ASPDLR000585,Apartment repaint,quoted,1520720.15,unknown,dealer asked extra margin
ASPLEAD0002630,2025-04-13,ASPDLR000866,Beautiful Homes,lost,1094488.62,Local,dealer asked extra margin
ASPLEAD0002631,2025-06-13,ASPDLR000037,Villa,lost,1482037.29,None,
ASPLEAD0002632,2026-03-21,ASPDLR000771,Waterproofing,lost,2585393.66,Nerolac,
ASPLEAD0002633,2025-03-12,ASPDLR000162,Apartment repaint,quoted,1419629.85,Berger,
ASPLEAD0002634,2026-02-18,ASPDLR000675,Villa,lost,760563.19,Berger,price high
ASPLEAD0002635,07/09/2025,ASPDLR000909,Builder project,site visit,2131349.43,unknown,dealer asked extra margin
ASPLEAD0002636,2024-05-08,ASPDLR000951,Beautiful Homes,won,424762.52,Berger,dealer asked extra margin
ASPLEAD0002637,2024-11-03,ASPDLR000976,Waterproofing,won,622479.83,None,contractor controls decision
ASPLEAD0002638,2024-05-06,ASPDLR000918,Apartment repaint,site visit,900432.63,Local,payment risk
ASPLEAD0002639,2025-04-03,ASPDLR000476,Builder project,quoted,1213799.61,None,price high
ASPLEAD0002640,2025-08-22,ASPDLR000600,Apartment repaint,won,1065677.96,Nerolac,price high
ASPLEAD0002641,2025-04-15,ASPDLR000403,Waterproofing,new,2027226.74,unknown,price high
ASPLEAD0002642,2025-10-16,ASPDLR000911,Waterproofing,lost,255042.96,Nerolac,dealer asked extra margin
ASPLEAD0002643,2025-04-08,ASPDLR000594,Waterproofing,stalled,2662401.86,Local,price high
ASPLEAD0002644,2025-10-15,ASPDLR000947,Beautiful Homes,site visit,1653698.80,JSW,dealer asked extra margin
ASPLEAD0002645,2026-02-26,ASPDLR000674,Beautiful Homes,stalled,2081693.43,Berger,dealer asked extra margin
ASPLEAD0002646,23/06/2024,ASPDLR000017,Builder project,new,1842810.62,Local,
ASPLEAD0002647,2025-07-14,ASPDLR000903,Commercial,new,2494222.14,Indigo,dealer asked extra margin
ASPLEAD0002648,20/08/2024,ASPDLR000075,Villa,new,1801136.89,Indigo,dealer asked extra margin
ASPLEAD0002649,2025-06-12,ASPDLR000637,Commercial,won,2490905.10,Local,price high
ASPLEAD0002650,2025-07-19,ASPDLR000587,Apartment repaint,new,2946331.57,Berger,contractor controls decision
ASPLEAD0002651,2025-04-20,ASPDLR000480,Apartment repaint,site visit,2184073.27,unknown,contractor controls decision
ASPLEAD0002652,2025-11-15,ASPDLR000649,Apartment repaint,site visit,1951040.14,Nerolac,payment risk
ASPLEAD0002653,2025-12-22,ASPDLR000206,Apartment repaint,site visit,1842544.98,JSW,
ASPLEAD0002654,2025-04-15,ASPDLR000821,Builder project,stalled,2919346.65,Indigo,dealer asked extra margin
ASPLEAD0002655,2026-01-26,ASPDLR000720,Villa,won,1632236.14,Nerolac,
ASPLEAD0002656,21/10/2024,ASPDLR000998,Apartment repaint,new,730774.63,Local,
ASPLEAD0002657,2026-03-07,ASPDLR000896,Apartment repaint,quoted,1142006.05,None,contractor controls decision
ASPLEAD0002658,2026-01-30,ASPDLR000167,Apartment repaint,site visit,1163538.98,Local,price high
ASPLEAD0002659,2026-03-07,ASPDLR000837,Commercial,new,960441.51,Local,payment risk
ASPLEAD0002660,2024-05-07,ASPDLR000687,Commercial,new,2041667.91,Indigo,payment risk
ASPLEAD0002661,2025-03-04,ASPDLR000486,Apartment repaint,quoted,819058.12,Nerolac,price high
ASPLEAD0002662,2025-03-24,ASPDLR000232,Beautiful Homes,won,2499409.57,JSW,price high
ASPLEAD0002663,04/12/2025,ASPDLR000901,Commercial,quoted,2648851.55,Indigo,
ASPLEAD0002664,30/12/2024,ASPDLR000338,Apartment repaint,stalled,1725318.28,Berger,contractor controls decision
ASPLEAD0002665,2025-11-24,ASPDLR000981,Commercial,quoted,2931015.31,Nerolac,
ASPLEAD0002666,23/10/2024,ASPDLR000315,Waterproofing,quoted,2272412.64,Indigo,dealer asked extra margin
ASPLEAD0002667,2024-08-14,ASPDLR000138,Commercial,lost,126999.57,Indigo,
ASPLEAD0002668,29/01/2026,ASPDLR000111,Apartment repaint,lost,2069720.09,Berger,dealer asked extra margin
ASPLEAD0002669,2024-06-09,ASPDLR000213,Beautiful Homes,quoted,1001324.81,Nerolac,dealer asked extra margin
ASPLEAD0002670,10/22/2025,ASPDLR000864,Builder project,quoted,598261.22,Local,contractor controls decision
